id,letter_id,sentence,letter_sentence_index
1808,58,"Jeg vidste nok, at når jeg kom tilbage, vilde der blive fest over, at jeg havde sagt at jeg ikke skulde hen til Fanen.",13
1809,58,Og jeg kom ligesom han havde udnævnt en anden til Fanen.,14
1810,58,Han skældte jo lidt ud; men det er vi jo vant ti].,15
1811,58,Så kom Regimentsmus.,16
1812,58,ikke med Fanen og så var Højtideligheder.,17
1813,58,Q,18
1814,58,"Bagefter gik turen til Kirken, det var en hel køn Højtidelighed.",19
1815,58,"Hvad han talte om kunde jeg ikke høre; men den Stilhed og fred, ingen bander: og lign. Og der sad vi alle i fineste puds, i grå mantel og Pikkelhue.",20
1816,58,"Når man så kom til at tænke på., at her havde han (Kejseren) så mange unge Mænd siddende, som altid skal være beredt til at træde i Skranken.",21
1817,58,"Men som sagt jeg var glad ved den 1½ time, der kan man være ene med sine Tanker, for de er dog toldfri, og dem kan ingen se, de gik også langt ud over Løtsens mure.",22
1818,58,"Ja i sådan en time kommer man til at tænke på Sangen ""Så langt, så langt.""",23
1819,58,"Det går jo ellers helt godt, og dog stadig bedre.",24
1820,58,Man kommer mere ind i Sagerne og forstår bedre at tage det som det skal.,25
1821,58,En af hovedtingene her i førstningen er at holde sit tøj fuldstændig i orden til Appel.,26
1822,58,"Jeg har passet på hver gang, cg nu bliver jeg ikke nær så hårdt efterset som de andre.",27
1823,58,"Vi har en på vor Stue, han dumper hver gang, fordi det altid var i udorden i førstningen.",28
1824,58,"I går aftes var der appel med tjenestetøj, og der er den værste appel da, den bruger vi til alt muligt.",29
1825,58,"Så kors: Feldweblen, og da der stod en lampe ud for mig, sagde han, at jeg skulde lyse ham, og så blev jeg slet ikke efterset, I eftermiddag skal vi ud at spadsere, men ham fra Elmshorn og jeg; bliver hjemme , vi skal skrive, og så er der ikke meget ved at løbe om i geled.",30
1826,58,"Tak for Brevene, som jeg lige har modtaget.",31
1827,58,Ja så får jeg ellers pakke.,32
1828,58,Jeg får vist den første i morgen.,33
1829,58,"Og den første I sendte af har jeg også fået, men den var brækket.",34
1830,58,"Den har ligget i Rastenburg, men ellers alt i god behold.",35
1831,58,"I går var vi på Natøvelse, vi tog ud kl. 9½| og var hjemme igen kl. 12, Det gik næsten i løb hele vejen; Målet var at der lå en fjende et sted.",36
1832,58,Jeg var ligeglad med fjenden.,37
1833,58,"Det øsregnede og af og til skulde vi smide os, så hjem og i Seng op kl. 4.",38
1834,58,Så det var ikke så morsomt.,39
1835,58,Mange meldte sig syg dagen efter.,40
1836,58,Jeg mærkede ikke til noget.,41
1837,58,"Mange er nu også så ømskindet, det kan ikke hjælpe.",42
1838,58,Det værste er med fødderne; men der har jeg godt.,43
1839,58,"Jeg har ikke mærket det mindste, skønt mange bliver forbunden river dag.",44
1840,58,"Men så snart jeg kommer ud vil jeg have mig et par Støvler, for mine er ikke tætte, og så er man jo straks forkølet.",45
1841,58,"Nu får I ikke mere denne gang, for jeg har endnu lidt at lave.",46
1842,58,"Jeg skal vaske Hoser, Drilltøj og pudse lidt, sådan går en Søndag eftermiddag hos os.",47
1843,58,Med Hilsen fra eders Peter.,48
1844,58,"Når I sender en pakke igen vilde jeg gærne have et lille stykke ost i stedet for så meget kød, men ikke foreløbig.",49
1845,58,"Jeg har købt et stykke ost her, men jeg ved ikke, det er så stærkt, så man ikke kan have det.",50
1846,59,Kære Forældre!,0
1847,59,Tak for den gode pakke og fødselsdagshilsenen.,1
1848,59,"Karbonaden smagte udmærket, jeg var snart ved at komme i tanker om, at jeg var hjemme.",2
1849,59,"Det sidste stykke havde jeg med idag på vagt, og har spist  det til kaffe i aften.",3
1850,59,"Jeg er i dag på vagt, og har nemlig den bedste (Patrolje)",4
1851,59,"Det er helt udmærket at komme til, at gå så stille og rolig over de grønne græsmarker i disse varme dage, det er nemlig helt sommer heroppe.",5
1852,59,"Og en pløjemand som har arbejdet der i eftermiddag, kunde jeg godt rive tømmen ud af Hænderne på, eller bytte med bøssen og ploven.",6
1853,59,Men han kender nok alt for godt os blanke Jenser.,7
1854,59,Jeg skulde ellers have været for Fanen.,8
1855,59,"Men vor Feldvebel, som altid er så bange for, at 12. komp.",9
1856,59,skal falde på havde jo også ganske rigtig denne gang taget mig til Fanen.,10
1857,59,"Og det hørte Hauptmanden, at jeg skulde for Fanen.",11
1858,59,"Så spurgte han mig, hvor mange gange jeg havde haft de svære vagter.",12
1859,59,Jeg sagde en 8-9 gange.,13
1860,59,Og hvor mange gange jeg havde haft let vagt.,14
1861,59,"Aldrig, sagde jeg.",15
1862,59,"Så fik Feldveblen en lille Irettesættelse, at fordi vi var nogle få af I klasse, behøvede han ikke at tage dem hver gang.",16
1863,59,"Han kunde godt tage de andre også, faldt de på, så blev de straffet; men de havde jo samme øjne som os, og sådan kom jeg på let vagt, hvor man har det en hel del lettere, end at stå der og præsentere for enhver arm Leutnant eller Hauptmand, der har en 10-12       de er ikke engang så meget som mangen Musketier.",17
1864,59,"På Lørdag har vi komp.besigtigung, og vi har arbejdet til det i den sidste uge, til man kunde blive vammel af det.",18
1865,59,"Straks om morgenen Tornyster på Ryggen, Hælm på og fat i Geværet helt til om aftenen; men nu rev jeg jo da de to sidste dage af, idet jeg kom på vagt.",19
1866,59,"Så på Lørdag når besigtigungen er forbi, kan vi få en hel del bedre.",20
1867,59,"Men nu er det jo om, hvem der kan få den bedste komp.",21
1868,59,"og dem der ikke er rigtig faste i det, har de skikket på udlov, eller de skulde melde dem syg.",22
1869,59,På selve fødselsdagen fik jeg ingen brev; men dagen efter fik je vist 11 breve og to kort.,23
1870,59,"Uffe havde været på vagt natten mellem 26 og 27 og var kommen i tanker om det, og havde så skreven samme nat.",24
1871,59,"I eftermiddag har jeg også sovet hele tiden, jeg havde fri, ude i Solen, og nu da alle sover, er der bedst ro til det, skønt den ene snorker værre end den anden, og så knager det altid i Ledertøjet.",25
1872,59,"Sidste Søndag var jeg ude ved Petersen, og jeg, Poulsen og Petersen gik en lang tur i det kønne vejr ud til en lille Landsby, hvor vi gik ind i en kro og forlangte tre Spejlæg; men de kendte kun kogt, og så fik vi hver et kogt æg, en rundstykke og et koppe kaffe, og gik så hjem igen, og vi syntes, vi havde haft det helt godt den eftermiddag.",26
1873,59,"Petersen fortalte, at han havde hørt hjemmefra, at det havde været i bladene fra kirken i Skærbæk.",27
1874,59,"Uffe skrev slet ikke noget om, at Sigurd havde hørt fra det, han blev vel ellers opskreven.",28
1875,59,"Poulsen bliver afkommanderet nu engang i Sommer og hele næste år, i en stor Smedie, det er nok helt god siger de, der er nok at bestille; men de tjæner nok en hel del penge oven i købet, så det kan jo nok gå an.",29
1876,59,"Nu har jeg ikke meget mere at fortælle denne gang, det er jo ikke de store sager, der passerer her.",30
1877,59,"Ja det er sandt, vi kommer i Manøver omkring Grandens fra den 4. - 16. Sept. og Rekrutterne kommer hertil den 14. Okt.",31
1878,59,Nu med mange Hilsener fra eders Peter.     Godmorgen.,32
1879,59,"Jeg er lige kommen hjem, og har nu fået kaffe, nu har jeg fri helt til middag, og tager nu en lille lur ude i det grønne, det er alt for varm at være inde i.",33
1880,60,Kære Forældre!,0
1881,60,"Tak for brevet og pakken, og skillingerne som jeg fandt et par dage efter.",1
1882,60,"Vi har det dejligste forårsvejr heroppe, men har haft er temmelig hård uge, der har været så mange fremmede Officerer i denne uge, og så blir der foranstaltet Gefægte for dem, som de så ser på og udtaler sig om.",2
1883,60,"Så har de jo stor spisning bagefter, og vi kan gå hjem til vore tarvelige retter og med.",3
1884,60,"vort svedgennemblødte tøj, for nu har vi jo fuld pakning i Tornysteren,",4
1885,60,"som i Manøvren, og så gælder det jo om at holde ryggen rank.",5
1886,60,"Mange de gruer for den, jeg mærker ikke mere til den, nu er man vant til den.",6
1887,60,"Vi har jo nu også mange, som kun er drenge, det er jo heller ikke at forlange, at de skal kunne bære den.",7
1888,60,"Men jeg synes alligevel meget bedre om Sommeren end vinteren, for det første er det ikke så koldt, når man er på marsch og der bliver gjort holdt, kan man straks lægge sig ned.",8
1889,60,"Derimod i vinter, så snart der blir gjort holdt, begynder man at fryse.",9
1890,60,"Og så bliver tiden ikke nær så lang, det var jo altid det samme i vinter, nu er hver dag jo helt forskellig, en dag er god, og en anden dur slet ikke, men man skal jo tage det onde med det gode.",10
1891,60,"Nu går det jo også i hele Batteljonen, sa det er mere interessant, og nu er vi dog altid en 4 - 5 danskere sammen et par gange om dagen, hver gang der blir gjort holdt, er vi også sammen.",11
1892,60,"De andre kan modet nok hænge lidt på, Poulsen og jeg er altid tilfredse, Poulsen synes altid at det er dog helt morsomt, at vi danskere kan holde ud; men de andre er nu sådan lidt sløje, så vi to kan bedst, og om Søndagen går vi ud til Petersen, og så kan vi som ikke forlange det bedre.",12
1893,60,Petersen er jo heller ikke så forknyt.,13
1894,60,Han blir nok også Gefr.,14
1895,60,til næste år,15
1896,60,"; men Poulsen tager vist fra os, han er nok en udmærket beslagsmed, og bliver vist afkommanderet til Officersmedien i Raztenburg, det er vist en udmærket plads, og hvor de kan fortjæne en hel del; men kanske kommer der jo mere danskere her op til næste år.",16
1897,60,"Og ellers er vi jo også selv kendt her og på sidste tur, så det går jo nok.",17
1898,60,"Kommer der en transport fra Nordslesvig, kommer der jo også nok danskere, og så kommer jeg vel også nok med efter dem og får et par dage udlov i efteråret.",18
1899,60,,19
1900,60,Lørdag efterm.,20
1901,60,kl.13 (Vagtstuen),21
1902,60,Jeg har nu truffen det så udheldig at komme på vagt i dag.,22
1903,60,"det er jo ikke så behagelig en søndag formiddag, men nogle skal jo være de lyklige.",23
1904,60,Jeg står for Gevær og er lige kommen hjem fra første nummer og har nu fri til kl. 7 og så igen fra 1 - 3 i nat.,24
1905,60,"Det er det nydeligste vejr som i går, så det er en hel fornøjelse at gå der ude mellem de grønne trær og så stille har det været nu i middagsstunden, så jeg gik snart og kom i tanker om at jeg blot var i Skoven, men en Leutrant kan jo snart vække en af dvale.",25
1906,60,"Nu har jeg fået mig en mellemad cg et kop vand, så nu går det, det er ellers lidt uabetitlig ved disse borde i vagtstuen, da de jo vist ikke er bleven afvasket siden de er bleven lavet; men sådan noget må man jo ikke tænke på her.",26
1907,60,"Nu er der nok ikke mere denne gang,  med Hilsen fra Peter.  vil I ikke sende nogle frimærker engang med det første.",27
1908,61,Kære Forældre!,0
1909,61,Tak for brevet idag.,1
1910,61,"Ja undskyld at I får brevet så sent; men vi har besigtigung i Batteljonen i morgen, og så skal vi jo have lidt pudset.",2
1911,61,"Og de sidste dage har vi haft så megen tjæneste, at jeg har ingen tid haft til at skrive.",3
1912,61,"I selve tjænesten har jeg det udmærket, jeg er nemlig bleven Gefægtsordonans og behøver kun halvt så meget i Tornysteren end de andre, og kanske bliver jeg det hel til ende på Manøveret.",4
1913,61,Jeg skal altid følge Hauptmanden og bringe ordre til Majoren og til Førerne i hans korap.,5
1914,61,"Det er jo nok lidt mere løberi; men man behøver jo aldrig at løbe så langt ad gangen, og heller ikke gennem vand og lign., for",6
1915,61,"Hauptmanden er jo ikke af den slags, der går gennem vand og ild.",7
1916,61,"Ja nu lider det jo snart mod pinse, og dem der skal hjem, de er jo grulig oppe i det, de rejser herfra Fredag aften.",8
1917,61,"Vi bliver kun tre mand her på Stuen, så vi kan jo pleje vor ro.",9
1918,61,"Den ene er fra Hamborg, som også var hjemme i påsken, og den anden er ham, som har haft l4 dage i arrest, og som er kommen ud i dag.",10
1919,61,"Han vil ikke gærne gå den tur igennem igen, siger han.",11
1920,61,"Det kan man også nok forstå, der at ligge på et bord og kun få vand og tør brød, og så oven i købet bælgmørkt; men de skal jo også passe på, at de ikke laver sådan noget.",12
1921,61,"Nej der er heller ingen af de andre to, der rejser hjem.",13
1922,61,Petersen og Poulsen vænter også til i Juli.,14
1923,61,Petersen skal allerede afsted til Arys den 2. Juni; men kommer så en 8 dage før hjem end os.,15
1924,61,De fleste af dem her fra Øst- og Vestpreussen rejser jo alle.,16
1925,61,"Underofficererne kan da ikke forstå, at jeg ikke rejser på udlov, for det var da blot at have givet det ind.",17
1926,61,"Jeg kan snart ikke forstå, at I allerede er så vidt med Laden, som I er, det må gå temmelig rask fremad.",18
1927,61,"Jeg kan heller ikke forstå, at vi allerede er i slutningen på Maj, tiden siden Febr. er gået forfærdelig hurtig.",19
1928,61,"Det er jo nu også mere interessant nu, og forskelligt hver dag.",20
1929,61,"Og når vi nu først har nået ende på Arysturen, så er vi også fri helt til Manøveren.",21
1930,61,"Ja der går jo endda lidt glip for mig i de sidste tre år derhjemme; men man må jo finde sig i det, der kommer vel også noget når jeg igen kommer hjem igen.",22
1931,61,"Nu er der ikke meget mere i dag, da jeg ikke har megen tid.",23
1932,61,"I morgen og Overmorgen har vi tid nok; men jeg syntes da, jeg skulde have brevet afsted i dag.",24
1933,61,"Hvad pakken angår er det ligegyldig, hvad jeg får, og et stykke Karbonade er skam også godt, og I kan jo sende Smør endnu denne gang, så vil jeg hellere købe det heroppe, hvad det koster jo også noget derhjemme.",25
1934,61,"Og til 80 får vi god Margarine her, som man godt kan spise.",26
1935,61,"Om jeg så vil have mere pakker før i Juli, ved jeg ikke, da i Arys er det jo ikke så bestemt med Adr,, men derom kan jeg jo altid skrive.",27
1936,61,Nu mange Hilsener fra eders Peter.,28
1937,61,Tak for frimærker.,29
1938,61,Jeg fik lige et brev fra H. Nissen og et fra Uffe nu.,30
1939,61,Søndag eftermiddag Løtzen  Endnu et par ord.,31
1940,61,"Jeg kom ikke ind ad byen igår aftes, da det regnede så slemt, at jeg kunde ikke komme derind, så nu må I hellere få et par ord mere i dag.",32
1941,61,"Jeg sidder ganske ene på stuen, alle de andre ligger og sover ude på voldene, da det er så varmt i dag, som en rigtig sommerdag.",33
1942,61,"I formiddag var vi i kirke, og man kunde nok mærke det var i forårstiden, da alle næsten sad og nikkede ud, og en 11 stykker af vor korap.",34
1943,61,"blev opskreven, og da de kom hjem, pakkede Feldweblen dem straks i Seng, ja de måtte ikke engang spise middagsmaden oppe, jeg var inde at se til en, det så lidt komisk ud, vi var ingen af vor Korporalskab så heldig at komme i seng, havde det været en søgnedag, havde det ikke været så galt.",35
1944,61,"Jeg og Poulsen gik og snakkede lidt her inde i fæstningen i middag, og nu er alle Træer udsprungen, så det er lige så køn som ovre på Fyn; men det er jo knap samme forhold som ovre på Bakkely.",36
1945,61,Og jeg havde ikke tænkt man kunde finde Bøgetræer heroppe; men vi har de nydeligste Bøgetræer her inde i f fæstningen.,37
1946,61,"Nu ikke mere denne gang, næste gang I sender mig en pakke kan I sende mig et halv pund Tobak med.",38
1947,61,Endnu en Hilsen til Jer alle fra Peter,39
1948,62,Kære Forældre!,0
1949,62,"Ja det er jo lidt tidlig at skrive, men jeg er igen så heldig at være på vagt; men Feldveblen har vist gjort det af det gode, for ellers havde jeg kommen på vagt fra 1. til anden Pinsedag, og i dag har de haft en stram tjæneste, så den kneb jeg også udenom.",1
1950,62,"Og nu har vi jo ingen tjæneste, før de kommer tilbage fra udlov igen.",2
1951,62,"Og når man så har lidt i skabet og en skilling, kan vi jo også have det godt heroppe.",3
1952,62,"Men det er alligevel sådan lidt tryk kende, når alle de andre kører hjem, og vi må blive her.",4
1953,62,"Og jeg kommer til at lukke porten op for dem i nat, når de drager af, som Poulsen gjorde for mig i påsken.",5
1954,62,"Sidste Søndag skrev jeg at jeg ikke havde megen tid til at skrive, da vi havde besigtigung dagen efter; men jeg fik tid nok, da jeg slet ikke kom med til besigtigung.",6
1955,62,"Det var om eftermiddagen, mens jeg havde alt færdig, kom komp.skriveren og sagde, at jeg skulde gå over på kammer og få de bedste Støvler og Tøj, da der var kommen Thelegrarn, at Kommanderende Generalen kom kl. 9 og for ham skulde der jo Dobbelpost, og mig og en Gefr.",7
1956,62,var bleven bestemt.,8
1957,62,"Ja så kunde vi begynde at pudse igen, og da skulde vi forestilles for Majoren, om vi var gode nok, så det var en bøvl; men de hjalp mig jo alle, så det blev ikke så slemt.",9
1958,62,"Ja til sådan en lejlighed kan man få ordentlig Tøj, vi havde I Garnitur fra oven til neden.",10
1959,62,"Og han boede inde i byen på hotel ""Kejserhof som var pyntet med grønt fra oven til neden.",11
1960,62,"Og vore Skilderhuse var næsten helt bedækket med Syrener og Bøgegrene, og der stod vi nu; men man skal passe grulig på, når man er to mand, for når en Officer kommer, skal vi jo præsentere bægge på en gang blot ved at se på hinanden; men det gik nu udmærket, og dem der havde lavet besigtigung hjemme havde det også gået godt, så de fik fri næste dag.",12
1961,62,Og nu har vi jo ikke videre nogen tjæneste før vi kommer til Arys.,13
1962,62,"På Dobbelposten stod vi i helt hvide Bukser, så det tog sig godt ud.",14
1963,62,"Jeg vil se, om jeg kan få et billede deraf, der var nemlig en fotograf, der fotograferede os.",15
1964,62,"Nu er det bleven morgen, og alle udlovene er borte.",16
1965,62,"De drog af sted med sang og klang, ja det er noget andet som når vi rykker ud midt om natten til natøvelse.",17
1966,62,"Og så er der jo endda mange, som ikke har meget at komme hjem efter; men man kan da se, om det aldrig er så småt og fattigt, er hjemmet dog det bedste.",18
1967,62,"En jeg holder meget af og kommer meget sammen med, er også på udlov og næmlig første gang i de to år, han ligger  nemlig andet år.",19
1968,62,"Han er fra Berlin, og hans Far er død; men han vilde dog hjem nu, da rejsen var fri, sidste år havde han sparet pengene til hans mor, for hun skal ikke arbejde så hårdt mere, hun har slidt hårdt for os, og nu er vi to Sønner, der ligger Soldat, og vi kan nok tåle at leve lidt tarveligt i to år, så man kan da se, der findes også rigtig rettænkende mennesker blandt tyskerne .",20
1969,62,"Nu mere i morgen, det er snart for tidlig at sende det af.",21
1970,62,,22
1971,62,31. maj 1914,23
1972,62,Pinsemorgen,24
1973,62,Nu er vi stået op og fået kaffe.,25
1974,62,"Og vi er kun to mand på Stuen, de andre er alle til kirke.",26
1975,62,"I går aftes blev de udtaget, dem der skulde til kirke; men han ved jo nok Feldveblen hvem der har lyst at gå i kirke eller ej.",27
1976,62,Og vi andre kunde blive hjemme.,28
1977,62,"I går aftes blev der også forespurgt hvem der vilde have udlov for natten mellem I og II pinsedag, og de meldte dem alle, dem der var der, undtagen en Chafør på vor stue og mig, det kunde de da ikke forstå.",29
1978,62,"Vi syntes vi kunde få nok i en eftermiddag fra 12 til 10 og i middag går vi hen og tager Poulsen med, og så tager vi tre os en Bøf, og en Cigar og så er vi vist bedre holden end dem, der drikker den skilling op, de har fået, hele natten i øl.",30
1979,62,"Petersen kan vi ikke få med, da han flytter i dag, og i morgen tager de afsted til Arys, så de mærker ikke meget til Pinse.",31
1980,62,"I går fik jeg et brev fra P. Barsballe med 5 mark i, så jeg kan jo nok holde Pinse nu.",32
1981,62,Tak for brevet og Pakken med pengene i går.,33
1982,62,"Jeg tænkte jo nok der kom en pakke, og jeg var cyklende ind i byen for Feldveblen, og da var1 jeg inde at spørge på Posthuset, og jeg kunde kende den blandt mange, da enhver jo gerne har sin måde at pakke på.",34
1983,62,Ja nu får I ikke mere denne gang.,35
1984,62,"Vi har en rigtig god regn her i nat, så alting står så grønt og frisk i morgen.",36
1985,62,"Og alting står helt udmærket heroppe, de har en vældig masse græs, og godt græs.",37
1986,62,Nu mange Hilsener og en glædelig Pindse ønsker eder alle  eders Peter.,38
1987,62,Vi   har   smagt   Tobakken.,39
1988,63,Min lille kære Trine.',0
1989,63,Tak for billedet og brevet igår.,1
1990,63,"Det er helt godt, undtagen I har vist haft en lille smule fotografangst, ikke; men det bliver I jo snart vant til på Vallekilde, da det jo går oft på med fotograferingen.",2
1991,63,"Ja nu må du da ikke skælde alt for meget ud på mig, for jeg ved godt du siger, å han har da også altid noget.",3
1992,63,"Nej, lille ven, jeg er rigtig glad ved det, og jeg ved ikke hvor mange gange jeg har set på det siden igår aften.",4
1993,63,"Du skrev at Asmus kom derover igen, tror du nu at det er blot dem på Højskolen besøget gælder, for jeg tror det ikke; men hvis der er lidt andet der trækker, kan man jo heller ikke fortænke ham i det.",5
1994,63,"Jeg kender det af Erfaring, fra 5. Juni  - Skibelund Krat.",6
1995,63,"Ja jeg har hørt det, at der skal et hold fra Sønderjylland af til Malmø.",7
1996,63,"Hans Nissen har fortalt det, og han skal også selv med.",8
1997,63,"Men sådan noget skal jo nu altid foregå, når man ikke kan komme med, sådan var det jo også sidste år til Aabenrå.",9
1998,63,"Undskyld lille ven, nu er det bleven Pinsedagsaften, i formiddag mens jeg var ved at skrive kom Feldveblen ind, at jeg skulde ind i byen for ham med noget Tøj, de vilde nemlig i Skoven, og så hæntede jeg ved hans Svigerforældre nogle madvarer.",10
1999,63,"Ja jeg vil dog fortælle dig det, jeg måtte vænte der en time på disse madvarer, og fik mig et kop kaffe.",11
2000,63,"Og der var en datter eller Plejedatter, hvad det nu var, å hun lånte mig sådanne milde øjne, og vartede så omhyggelig op for mig, så det var snart om at modstå at se efter hende igen, og havde jeg ikke før set de dejlige danske piger, kunde det jo komme an; men min lille kæreste der ovre på Vallekilde kunde let konkurrere med dern, så de fik afslag.",12
2001,63,Og så lige efter middag kom Petersen og Poulsen og vilde have mig med i byen.,13
2002,63,Jeg sagde at jeg først skulde have brevet færdig til dig; å lad hende nu bare vænte 3 timer for en gangs skyld.,14
2003,63,"Hver Søndag vi kommer her, skal du skrive til kæresten, nu kommer du med, og så gik vi en lille tur rundt i byen og ud i Skoven, hvor der var Koncert, og nu er kl. 8, og jeg er kommen hjem igen.",15
2004,63,"Du skrev, at vi kom helt fra det i de to år, hvad der rørte sig derhjemme og derovre i det lille land du nu er.",16
2005,63,"Ja det må du nok sige, vi lever på disse områder som i en ørken; men vi kommer vel nok godt hjem igen.",17
2006,63,"Jeg fik også brev fra Kristine Larstejn, da hun var kommen på Roskilde, og skrev straks videre, og nemlig at vi Sønderjydske Soldater kunde nok behøve at holde lidt forbindelse imellem os og vore piger, der er på Højskole, for vi mangler alt, hvad I der får; men også som du skrev, må vi være glade ved at vi har noget at tage af, fra vi har været der.",18
2007,63,"Du ønskede mig en glad Pinse, ja tak lille Trine, jeg er virkelig glad, om jeg også her går i tvang men to år er ingen evighed, og jeg lever på Håbet, at jeg må komme sund og rask hjem igen til dig.",19
2008,63,"Og om der også kommer mørke timer, så har jeg dig at glæde mig ved, jeg ved, du går og har de samme tanker som mig.",20
2009,63,"Ja det er dog dejlig at have en lille kæreste, ikke ? ?",21
2010,63,Du spurgte om jeg kendte Valdemar Nissen.,22
2011,63,"Ja det gør jeg, jeg tror endda, at jeg var på kammer sammen med ham den sidste måned derhenne, A jeg synes såmænd helt godt om ham, jeg ved jo ikke hvorledes han har det nu; men dengang var han forfærdelig stille i det, han sagde ikke meget; men var en lille flink fyr, ja hvorfor gør du mig nu så nysgærrig, ja næste gang vil du da fortælle mig det, ikke ?",23
2012,63,"Du skrev, at der var mange piger der var forlovet derovre, ja det vil jeg da tro om du havde sagt dem alle, for af de 100 er de 99 da vist forlovet.",24
2013,63,"Og du behøver såmænd ikke at holde dig bedre, for hvis du ikke ved det, kan du såmænd godt regne dig med iblandt de 99 ikke.",25
2014,63,"Jeg skal nok også snart til at øve mig i skønskrift, for du forbedrer dig da grulig; men du ma undskylde mig, for til dig kan jeg ikke skrive bedre.",26
2015,63,"Ja det er også en skam, at du ikke har mit billede endnu; men vi vilde vænte alle til en gang, og til vi kom til Arys; for du ved jo nok, at du får et, så snart jeg har dem.",27
2016,63,"Så behøver du heller ikke at skrive Soldatenbrief og alt det længere, for du betaler jo hele portoen.",28
2017,63,Ja nu ikke mere af grund på Stofmangel.,29
2018,63,Mange Hilsener til dig fra din Peter.,30
2019,64,"Kære Forældre:  Tak for pakken igår, og brevet idag, jeg kom lige hen på Skrivestuen, da pakken kom, jo det er jo helt godt med en Appelsin jeg havde en med på march idag, og det var udmærket.",0
2020,64,Først gik  vi en 25 kilo.,1
2021,64,"og så med fuldpakket Tornyster, og varmt er det også her.",2
2022,64,"Jeg sagde til en af mine kammerater (fra Elmshorn) at han kunde åbne den til jeg kom hjem, da jeg blev forestillet for Oberstleutnanten, som jeg senere kan fortælle.",3
2023,64,"Og jeg vilde slet ikke tro, at dette stykke pølse og de appelsiner havde været i min pakke, da jeg syntes ikke det lignede Mors pakke.",4
2024,64,"Jo, det er et godt stykke pølse, det havde jeg ikke tænkt, vi kunde få derhjemme, det er den bedste mad vi får, når vi selv skal købe os lidt godt.",5
2025,64,Vi giver en 90 p. for pundet.,6
2026,64,"Nu har vi jo komp.ekserceren overstået og går nu og driver lidt om, hver 3die dag har vi en øvelse i Battl.",7
2027,64,"og den kan jo være svær nok imellem, men lidt skal vi jo også lave.",8
2028,64,"Det værste er, når man har gået en 4-5 dage og haft det godt, været ude af komp.",9
2029,64,og så man igen skal have fat på Tornysteran en dag igen.,10
2030,64,"Jeg har ikke lavet med siden sidste Tirsdag, jeg har været lidt rundt om på arbejde, sidste to dage var jeg henne på en gård og lade Halm, vi forkede hver to læs pr. dag (i to dage), det var til Sengene, vi har fået ny halm i sengene.",11
2031,64,"Så går det jo også løs med, hvad vi blir til næste år.",12
2032,64,"Jeg blev forestilt sidste Onsdag for Oberstleutnanten, og han kunde også nok bruge mig.",13
2033,64,"Jeg var så henne om eftermiddagen og se stalden og sagerne an, og jeg blev snart mere og mere ked af det, da alle rådede fra, og den nuværende tjæner også; men så skulde jeg forestilles igen om Torsdagen i Eksercerdragt med Gevær, og da var Hauptmanden med, og han holdt en lang samtale med Oberstl.",14
2034,64,før jeg begyndte at eksercere.,15
2035,64,"Og nu da jeg havde gjort, hvad jeg skulde, sagde han, ja det var jo meget godt, og han kunde nok bruge mig; men min Hauptmand vilde nødig af med mig i komp.",16
2036,64,"og han kunde også nok se, at der sad en god Gefreiter i mig, så han måtte nok hellere på ny søge efter en anden, så min skæbne er jo vist afgjort, og jeg er nu helt godt tilfreds med det.",17
2037,64,"For det første bliver tiden ikke så lang her i tumlen, som når man går ganske alene, og så er man jo også fri mand her, kan få en hel del mere udlov som i år, og har meget mere frihed her.",18
2038,64,Og vi kommer jo også ind på en hel ny kaserne inde midt i staden.,19
2039,64,"Jeg og Petersen deler vist Skæbne, han bliver nok også Gefr.",20
2040,64,"Vi spekulerer jo grulig på udlov nu, og hvorledes vi skal bære os ad, at få mest.",21
2041,64,"Jeg tænker, det blir omkring ved 15. Juli, jeg kommer hjem, og jeg skal jo vist have Far til at andrage om en tre uger, da der jo er meget at gøre hjemme i år, det skal nu gøres efter at vi er kommen hjem fra Arys.",22
2042,64,"Og der lader vi os fotografere, så I må vænte så længe, da I jo ikke vil have et kollorert.",23
2043,64,Med Hilsen fra eders Peter.,24
2044,65,Kære Forældre!,0
2045,65,Tak for brevet igår.,1
2046,65,"Jeg havde ingen tid til at skrive igår, da vi havde en stor gefægt med Ridende Jæger, og vi kom først hjem igår aftes.",2
2047,65,Nå I har solgt Lise.,3
2048,65,"Ja det kan jo godt.være, det var det rigtigste, for jeg synes ellers ikke om det.",4
2049,65,"Lise var dog en dygtig og solid arbejdshest, og en skal der jo dog istedet, om den bliver bedre kan man vist sætte en stor spørgsmålstegn ved.",5
2050,65,"Så skrev du Far at du vilde vist købe part i Nis Becks Radsåmaskine, det må du nu dog endelig ikke gøre, om også den har sået godt i år.",6
2051,65,"For det første er den ikke praktisk, og for det andet er der meget for meget i den, som koster meget i reparation, når den bliver ældre, og to mand er dog vel heller ikke så heldig.",7
2052,65,"I skrev at jeg havde vel længtes lidt i Pinsen, nej det kan jeg såmæn ikke sige, vi havde det rolig hele tiden.",8
2053,65,"Om eftermiddagen gik Petersen og Poulsen og jeg en tur i skoven og om ved Søerne, gik tilbage til byen og tog os, som vi kalder det en Æggepandekage,  med en varm Frikadel til.",9
2054,65,Det er hel udmærket og koster kun 40 pf.,10
