id,letter_id,sentence,letter_sentence_index,afinn_score,sentida_score
1429,44,"Jeg kender dem ganske nøje, jeg har selv tjænt i Flensborg som ung Leutnant.",10,0.0,0.3466666666666674
1430,44,"Og så kom igen, kan du passe Heste.",11,1.0,0.0555555555555556
1431,44,"Min Feldvebel hørte det, og sagde, ja når jeg går af, skal jeg nok hjælpe dig til den plads, hvis du har lyst; men ja han sagde ikke mere; men ellers skal jeg vist blive som Gefrejde, men nu jeg tænker nok han går af.",12,5.0,1.6222222222222218
1432,44,"Og endskønt at være på den ny kaserne som Gefrejde kan jo også være helt godt, men jeg vil da hellere være Tjæner, især Hestetjæner, det andet ved jeg snart ikke, det at gå og gøre potter rene har jeg ikke meget lyst til.",13,3.0,1.8394444444444453
1433,44,"Poulsen er det nu helt bestemt, at han bliver Gefrejde og Petersen vist nok også, hvis han da ikke bliver afkommanderet.",14,2.0,0.6333333333333326
1434,44,"Nu skal vi jo til at gå på vagt engang imellem, jeg tænker jeg bliver afkommanderet en 5 dage på arbejdskammer, der kan man jo nok tage et stykke med Hønsekød.",15,-2.0,-0.0222222222222222
1435,44,"Ja nu har vi  Vi har fået en ny Hauptmand som er en hel forrykt karl, han lader den ene indspærre efter den anden.",16,1.0,0.918518518518518
1436,44,"Den anden dag lod han en indspærre, fordi han var gået ud på V.C. i Tøfler, så man må se sig for.",17,0.0,0.0333333333333334
1437,44,"Det er en hel ung en som lige er blevet Hauptmand, han vil jo gøre sine bukser grønne, og så forlanger han så meget Tjæneste, så underoffi-cerne siger, at i Comp.",18,0.0,0.6601851851851865
1438,44,ekserseren ligger den ene halvdel i Lazarettet og den anden sidder i kassen; men nu det går vel heller ikke så galt.,19,-3.0,0.7680555555555555
1439,44,"I dag 8 uger har vi påske, om det gives udlov ved vi ikke helt bestemt, men en 10 dage tænker jeg jeg kan få, hvis blot man havde lidt man skulde hjem til Bryllup eller lign, kanske gives det også mere.",20,2.0,0.6633333333333339
1440,44,Nu ikke mere idag.,21,0.0,0.0
1441,44,Med hilsen og tak for Hønen til pigerne fra Peter.,22,3.0,0.8666666666666674
1442,45,"Min lille Trine  Ja nu har jeg ventet helt til i aften med at skrive, da jeg tænkte om dit brev kunde komme med sidste post:, men forgæves; men så har jeg jo noget at glæde mig til i morgen.",0,2.0,0.561111111111112
1443,45,"Det er snart gal nok at jeg har tid til at skrive til dig i dag; men om jeg også skal trave hele dagen, så vil jeg da skrive til min lille kæreste.",1,-1.0,0.46111111111111147
1444,45,"Det er helt tosset i disse dage, da vi har besigtigung på Fredag, og dertil har vi jo fået helt ny Tøj fra top til tå, og de er meget værre at pudse end de gamle der bliver pudset hver dag, og der til skal der jo pudses til det er en ren skandale 14 dage i forvejen, forarbejde til en dag, det er dog meget, men sådan er det her hos tyskerne, forberedelserne er langt de værste.",2,-5.0,-0.041666666666667185
1445,45,"Du tænker vel, ja hvad kan de da have at arbejde med.",3,1.0,0.811111111111111
1446,45,"Et lille Eks.: Vi har modtaget 4 sæt tøj til det foruden alt små ting, og der skal der navn i og hist og her lidt syes, som jeg er så god til, tror du ikke ?",4,3.0,0.1999999999999998
1447,45,"Så alt Ledertøj som skal være så blank, at vi kan sætte krøllerne op.",5,0.0,0.0
1448,45,Ja det er et løvnet her hos Tyskerne.,6,1.0,0.5222222222222221
1449,45,"Men vi har et ordsprog som kommer mangen gang om dagen, nemlig: To år er ingen evighed.",7,0.0,0.5333333333333343
1450,45,Og tiden går helt godt især i denne tid vi har så travlt.,8,3.0,0.9999999999999998
1451,45,Og nu er det jo også lidt mere interessant end i førstningen.,9,2.0,0.37333333333333285
1452,45,"Og hver dag ud af fæstningen og ser lidt nyt, så går tiden meget hurtigere.",10,2.0,0.8244444444444442
1453,45,"Men alligevel der kommer altid Stunder, hvor det kommer: å her går man og slider to gode år af de bedste, så blir det lidt sort; men så kommer jeg altid til at tænke på, ja, men du har jo din lille kæreste gående der hjemme, som lige så meget som jeg ønsker sig to år frem i tiden.",11,8.0,3.3183333333333334
1454,45,"Og om Søndagen når man her går og døser om, kommer det altid, så.",12,1.0,0.5000000000000007
1455,45,"kunde du nu blot en time havde siddet ude på Ravnholdt, og så kan jeg så tydelig se dig, enten du går omkring derinde i dagligstuen, eller du sidder, jeg ved ikke jeg synes altid det er ved vinduet du sidder, det kommer vel af at jeg altid sidder i det venstre hjørne.",13,1.0,0.18888888888888886
1456,45,"Ja det er egentlig pjat at skrive i et brev, men vi to må jo da fortælle hverandre alt hvad vi tænker, og luftkasteller kan vi jo ikke andet end stille op, om også de er lidt høje.",14,1.0,0.46333333333333393
1457,45,"I dag har vi hørt, at vi fik ingen orlov i Pintsen, da vi da lå i Arys, så der er jo helt gode udsigter til orlov i Påsken, og jeg sætter nu alt ind på, for at få fri i Paasken.",15,3.0,1.0444444444444438
1458,45,"Vi har Påske omtrent om 8 uger, så det lider helt godt.",16,1.0,0.6333333333333333
1459,45,"Jeg har lige fået brev fra Niels Kjær, han skrev, at der var jo vist ikke så meget nyt at fortælle mig, da jeg jo vist en par gang om ugen hørte fra dem i Roager Sogn - tankestreg",17,0.0,-0.1449999999999997
1460,45,"Ja han er slåv, han har jo også selv i sine unge dage kendt hvad det er at være borte fra kæresten.",18,1.0,1.2466666666666668
1461,45,"Ja nu får du ikke mere denne gang, da jeg har ingen tid.",19,1.0,0.4333333333333334
1462,45,"Jeg ved ikke om jeg har skreven, at den sidste besigtelse blev ikke til, da Majoren blev syg.",20,-2.0,-0.8
1463,45,Nu mange kærlige Hilsener fra din Peter.,21,3.0,0.826666666666668
1464,45,"Hils dem alle til Dilletanten, som I vel har næste Søndag,",22,0.0,0.19999999999999998
1465,45,"Jeg sender her en afsnit af en Avis, som vi får her.",23,0.0,0.19999999999999998
1466,45,"Jeg synes det er helt godt skreven, man kan da se, at de alligevel ser op til os danskere.",24,3.0,0.9388888888888889
1467,46,"Kære Forældre:  Tak for brevet og den gode pakke, i middag fandt jeg en Krone, da jeg vilde tage lidt Smør.",0,4.0,1.140000000000002
1468,46,"Ellers går alt sin gamle gang, jeg er så døv i dag at jeg snart ikke kan høre, igår havde vi Skarpskydning, og det er jo en øredøvende larm.",1,-2.0,-0.8000000000000006
1469,46,"Mens vi lå der en 120 mand ved siden af hinanden op; skød på de opbyggede Skiver, kom jeg til at tænke på, at sådan ser det ud i Krigen, enhver har sin Mand at skyde på; men vi håber jo ikke at komme til at opleve det i virkelighed.",2,1.0,0.7077777777777767
1470,46,"Vi havde hver 100 skarpe patroner, så Skulderen er helt ømt i dag, og næste gang i Arys , som heller ikke blev til før den 12. marts får vi 300, som skal forskydes.",3,0.0,0.29814814814814744
1471,46,Mor spurgte om jeg var oppasser hos Feldveblen.,4,0.0,0.266666666666666
1472,46,"Nej han har en fra sidste år, og han kan nok have behov at tjene den lille Skilling, som det giver for pudsen.",5,-1.0,-0.6333333333333326
1473,46,"Sådan er han forfærdelig påseende, som også er rigtig.",6,0.0,-0.20000000000000007
1474,46,"Men alligevel bringer jeg ham alle ordrer og lign. Sidste søndag var jeg så ude ved Petersen; men han kunde ikke komme med, da han havde Staldtjæneste, og i dag har han vagt, så vi kan ikke komme sammen i dag.",7,-2.0,-0.033333333333332826
1475,46,"Jeg og Poulsen kom til at snakke om Soldaterlivet den anden dag, da vi tilfældigvis kunde komme sammen et Ærinde ind i byen.",8,0.0,0.4111111111111112
1476,46,"De siger altid at Soldaterlivet er et råddent og fordærvet liv, sandtnok, men der er også noget bagved alt det larm og banden.",9,-3.0,-1.296666666666668
1477,46,"Når man ser en ensom Soldat går eller står vagt, ser man ham altid stå i dybe tanker, og hvad tænker han på:",10,-3.0,-0.28888888888888786
1478,46,"Jeg tror næsten at altid tænker han på sit hjem, for det kan være nok så dårlig Soldat at se til, når man kommer til at snakke med ham, kommer det altid: å havde vi bare været hjemme.",11,-2.0,0.22222222222222346
1479,46,"Sandt nok; men når vi blot er raske og ikke lider noget, må vi takke gud, for det at vi kan være Soldat.",12,1.0,1.7444444444444438
1480,46,"I skrev om Laden at den vilde komme på en 15000 m., ja det er jo lidt meget; men jeg synes alligevel at det skal laves, for noget skal der jo laves ved den, og så kan det jo ligeså godt blive rigtig gjort.",13,4.0,1.58
1481,46,"Nej vi får ingen Fastelavnsboller, men det kan jo også være det samme, når man blot har et ordentlig stykke Pølse i Skabet.",14,0.0,0.6833333333333335
1482,46,"Ja jeg kan godt lide de tykke Pølser, alt hvad vi får hjemme fra smager godt her.",15,8.0,1.283333333333334
1483,46,"Så skrev I om, om det kunde gå an, at sende udklip af Hejmdal herop i pakken, det kan det godt, jeg har læst det, som Dr. Schiffere har fortalt dem i Landdagen.",16,3.0,0.8666666666666671
1484,46,"Ja jeg skal nok sende mine Strømper hjem når de er i stykker, men nu efter Jul slider det ikke så meget som før, da de nu behandler os mere lemfældig, og vi ved bedre at tage det rigtig.",17,2.0,0.7161111111111111
1485,46,Men alligevel vil jeg nok have et par eller to ombyttet om en 14 dage.,18,0.0,0.0333333333333334
1486,46,"I går var jeg inde i byen, da købte jeg mig en Driltrøje, så nu har jeg selv alt sådant småpillerie selv, som er udmærket som Soldat.",19,0.0,0.29999999999999927
1487,46,"Det havde jeg da ikke tænkt, at her havde siddet danske arresteret her i Løtzen, og det kan jo ikke være andet end i den nuværende Kommandantur, som vi står vagt for.",20,-2.0,-0.3055555555555548
1488,46,"Nu med Hilsen til Jer alle  fra Peter,",21,1.0,0.10000000000000003
1489,47,Kære Forældre.,0,2.0,0.626666666666668
1490,47,Tak for brevet igår.,1,2.0,0.6333333333333341
1491,47,"Det er dog kedelig med lille Freja, det er kun to nætter siden jeg drømte, at jeg så ham ude ved Åbling Station.",2,-2.0,-1.1111111111111114
1492,47,"Ja nu er vi ovre Skolen, men det er ikke blevet bedre af det; vi har haft et grulig bøvl i denne_uge, men det er nu da kun et overgang, og vi forstår jo bedre, hvordan det skal tages nu, og ved bedre at trykke os lidt.",3,7.0,-0.833333333333333
1493,47,"Og på onsdag går vi vist af til Arys i 3 - 4 dage, så der skal vi jo have alle de     i orden.",4,0.0,0.2
1494,47,"I dag har vi været i kirke, og nu har vi Appel magen til det er rent skrækkelig, så havde det været i førstningen, havde man hverken haft tid til at spise eller skriv.",5,0.0,-0.6444444444444455
1495,47,Men nu er jeg da endelig færdig og vil ud til Petersen lidt.,6,0.0,0.0533333333333334
1496,47,"Poulsen er på vagt, så ham kan jeg ikke få med.",7,-2.0,-0.2666666666666666
1497,47,"Og kl. 7 må jeg være hjemme igen, da Gefrejden er ikke hjemme.",8,0.0,0.0
1498,47,"Og kanske skal jeg på vagt næste Søndag, så nu vil jeg da holde lidt Søndag i dag.",9,-2.0,0.1466666666666666
1499,47,"Til dagligdags er vi nu mellem de gamle, og det er det ikke bleven ringere af for os, der kan vore sager, op, så er det truffen sig så heldig, at jeg er kommen til min Feldvebel igen, jeg er den eneste af vor Korporalskab, så jeg er godt stillet, især nu, for nu går det jo løs hver dag med Strafekserceren, og der skal han nok holde tilbage.",10,1.0,1.3333333333333335
1500,47,"I går var der en af vor Korporalskab, der manglede en knap i sine bukser, og det så vor Feldvebel, straks var han henne og høre, hvad der var løs, han skulde nemlig have Strafekserceren.",11,0.0,0.344444444444445
1501,47,"Nej, sagde han, min Korporalskab er aldrig falden på, og så skal de ikke her have straf hver gang der er en lille ting galt.",12,-6.0,-0.3888888888888881
1502,47,Og ham som fører vor Zug er også kun en Feldvebel og har ikke mere at sige som vores.,13,0.0,0.05000000000000002
1503,47,"Men I skal jo passe på, sagde han den første dag, for nu kan jeg jo ikke altid hjælpe Jer, da I er over hele Komp.",14,3.0,-0.17037037037037117
1504,47,"Mærsk har jeg jo, han kan jo vær glad, og det er han også.",15,3.0,0.8666666666666661
1505,47,Tit har jeg bandet over at jeg skulde løbe der hen hver gang han manglede noget (en 20 minutter herfra).,16,0.0,-0.1644444444444454
1506,47,"Men nu har jeg kanske belønningen derfor, det var jo ikke altid så morsomt der at løbe efter endt tjæneste, og når de andre har fri.",17,4.0,0.446666666666666
1507,47,"Ja nu får I ikke meget mere i dag, da kl. er 4, og når jeg skal derhen lidt, bliver det ikke for tidlig, og vi kan jo ikke sige som hjemme, at natten er vor egen.",18,2.0,0.5900000000000001
1508,47,"Så vil jeg gerne have en pakke med det første, da jeg har snart opspist, og penge kan jeg også bruge om en l4 dage, da jeg er på de sidste 5 mark.",19,0.0,0.9999999999999987
1509,47,"Jeg ved ikke om I vil sende dem i pakken, kanske er det rettere på en postanvisning, og- ikke mere end 10 mark.",20,0.0,0.34285714285714275
1510,47,"Jeg vil vist lade mig fotografere engang, men så kan jeg jo få igen, de andre vil også vente til ind under påske.",21,0.0,0.0
1511,47,Nu med Hilsen til Jer alle fra eders Peter.,22,1.0,0.10000000000000003
1512,47,Rest 78 uger.,23,0.0,-0.0333333333333334
1513,48,Kære Forældre!,0,2.0,0.982967400000002
1514,48,"Ja det er jo lidt tidligt at begynde på et brev, da det først er Fredag; men jeg har nu lige tid.",1,1.0,0.6769444444444443
1515,48,Jeg har været ude at skyde og har skudt mine betingelser helt glimrende.,2,-1.0,0.3999999999999993
1516,48,"Og da jeg skulde til tjæneste bagefter, syntes Skydefeldveblen, som er en god ven af vores, at det kunde ikke lønne sig.",3,3.0,0.8666666666666659
1517,48,"Og så skulde jeg pudse hans Cykle, som altid står på vor Stue.",4,0.0,0.5666666666666673
1518,48,"Nu har jeg pudset, og der er endnu en time, til de andre kommer.",5,0.0,0.20000000000000004
1519,48,"Vi har i dag fået en ny Underofficer i vor Korporalskab i dag, han er Stedfortræder for vor Feldvebel.",6,0.0,0.4333333333333328
1520,48,"Hvorledes han er ved jeg ikke, da jeg ikke har været under hans Kommando; men når de kommer tilbage, skal de nok have set ham efter.",7,1.0,-0.2333333333333334
1521,48,"Han ser nu helt ordentlig ud, og vores den gamle ved jo også nok hvor vidt det skal gå.",8,0.0,0.6333333333333326
1522,48,"Vi har nu rigtig begyndt at gå på vagt, og det blir nok noget der dur noget.",9,-2.0,0.6777777777777773
1523,48,"Vagten er bleven forstærket med 16 mand, så hele vagten består nu af 30 mand, og efter hvad vi kan regne ud, kan vi komme på vagt hver l4 dag.",10,-2.0,0.351851851851852
1524,48,"Det kommer af at hele Fæstningen er blevet forstærket, og der skal nye poster udstilles.",11,0.0,0.2851851851851854
1525,48,"Men det er nu helt gode pladser vi har, i Skov og i Porte.",12,0.0,0.8666666666666655
1526,48,Og i den tid laver vi jo ikke andet.,13,0.0,-0.016666666666666816
1527,48,"Den anden dag havde vi Vagtbesigtigung, og Majoren gav hver Feldvebel den opgave, at en af hans Folk skulde stå på vagt, og så vilde",14,-2.0,0.7777777777777787
1528,48,"Majoren komme forbi som en Spion, der skulde arresteres.",15,0.0,-0.39999999999999925
1529,48,Og natyrlig kom jeg på vagt.,16,-2.0,-0.033333333333333194
1530,48,Jeg tænkte ja du må jo vist hellere behandle ham som en anden.,17,1.0,0.8407407407407406
1531,48,"Nu ham forbi, jeg sagde ""holdt"", men han gik videre, jeg gik hen og slog ham en Hånd i Skulderen, og sagde ""holdt De er min arrestant"".",18,-1.0,0.29666666666666675
1532,48,"Godt min Søn, sagde han, du er værdig til at komme for Fanen, så jeg kan jo vist gøre regning på at komme med de første.",19,5.0,1.1333333333333344
1533,48,"Det er nemlig den værste post vi har, da der kommer så mange Officerer.",20,-3.0,-0.29999999999999916
1534,48,"Lørdag nat kl. 2.  Ja nu er vi nået til Lørdag, og jeg er på vagt og er lige kommer hjem fra 2. nummer.",21,-1.0,0.725
1535,48,Det er et dårligt vejr; men vi har jo helt gode Mantier på; men alligevel der at stå 2 timer på sådan en ½ m kvadratsten.,22,-3.0,0.699999999999998
1536,48,Og i hver 5 minutter præsentere.,23,0.0,0.0
1537,48,Så jeg fik Æren først af alle Rekrutter at komme på vagt for Fanen.,24,2.0,0.5666666666666669
1538,48,"Ja når man sådan står så stille og ene, som det er om natten, kommer man til at tænke på, hvor det egentlig er sært, at man her skal slide to år af sit liv i et sådan stilling.",25,2.0,0.6288888888888879
1539,48,"Jeg kom til at se på Skyerne, de kom fra Nordvest, jeg kom også til at tænke på, kanske er de gået over mit Hjem.",26,0.0,0.338888888888889
1540,48,Ja det er nu fantasier; men det kan man ikke lade være på post.,27,1.0,0.5000000000000001
1541,48,"Underofficeren har ondt ved at holde orden i alt det nye Patroul og poster, da 12. komp.",28,-2.0,-0.26666666666666666
1542,48,er det første der trækker op med 25 mand.,29,0.0,0.30000000000000004
1543,48,I morgen eftermiddag går jeg vist ud til Petersen lidt.,30,0.0,0.1333333333333332
1544,48,"Poulsen kommer på vagt for første gang morgen middag, men det er for Gevær og inde i Porten, så det er ikke så slemt.",31,-2.0,-0.2333333333333323
1545,48,"Ja nu får I ikke mere, da jeg vil jo også lige lidt på det hårde leje og omspænd Ledertøj.",32,1.0,0.2033333333333333
1546,48,"Om Udlov i Påsken ved vi ikke bestemt endnu, men har hørt, at de giver 8 dage.",33,2.0,0.05000000000000018
1547,48,"Jeg skal jo se, om jeg kan få et par dage mere.",34,0.0,0.26666666666666683
1548,48,"De er vel ikke noget løs hjemme i den tid, for at få en lille grund.",35,0.0,-0.21666666666666598
1549,48,"Nå, god nat og mange Hilsener fra Jer Peter.",36,4.0,0.7333333333333325
1550,49,Kære Forældre  Tak for brevet igår.,0,4.0,1.260000000000002
1551,49,"I har jo vist fået mit kort fra Arys, jeg fik ikke tid til at skrive et dagen efter, da vi først kom sent hjem og skulde straks til forbinden i Reviren, de fleste havde jo dårlige fødder af den lange march.",1,-1.0,-0.5777777777777776
1552,49,"Jeg havde nu slet ikke noget, det gør jo meget, når man har ordentlige Strømper og Støvler.",2,1.0,0.7000000000000001
1553,49,"Jeg har jo nu bægge dele, havde et par rene strømper med til hver dag.",3,0.0,0.4666666666666674
1554,49,"Leutnanten sagde også, at det er altid nogle bestemte, der har dårlige fødder, det er en bevis på, at de andre ikke bryder dem om det.",4,-3.0,0.3333333333333334
1555,49,Vi havde ellers en hel god tur.,5,3.0,0.6518518518518512
1556,49,"Vi vidste ikke rigtig, hvad det var for noget, vi skulde der hen til, da det var helt udsøgt mandskab, og til en tid, som ellers ingen af 3.Batl.",6,0.0,-0.13333333333333341
1557,49,går til Arys.,7,0.0,0.0666666666666666
1558,49,"Da vi kom derhen, tog en Major imod os og overtog Ledelsen.",8,-1.0,-0.2083333333333326
1559,49,"Vi havde ingen Tornyster på Ryggen, så de 35 kilo.",9,0.0,0.1777777777777778
1560,49,"gik let, den blev nemlig afsendt med Banen.",10,1.0,0.46888888888889024
1561,49,"Vi havde vores allerbedste tøj på, som vi heller ikke kunde forstå.",11,0.0,-0.07407407407407382
1562,49,"Majoren gav os to timer""Bettruh"", som vi kunde lide.",12,1.0,0.4333333333333339
1563,49,"Jeg lagde mig på Sengen og læste Hejmdal, som jeg havde medbragt.",13,0.0,0.0
1564,49,"Så gik jeg og en til i kantinen og fik os stegte Kartofler med tre Spejlæg for kop., det er helt udmærket.",14,2.0,0.833333333333332
1565,49,"Næste dag var der så skydning på Luftfartøjer, det var nemlig et forsøg på hvad måde man skulde behandle Luftfartøjer på.",15,0.0,0.5333333333333341
1566,49,Og til det havde Majoren af hele Reg. valgt os.,16,0.0,0.3185185185185184
1567,49,"Vi fik hver 120 skarpe Patroner, og jeg for min person brugte 98.",17,2.0,0.4555555555555554
1568,49,"I kan tro, det gav en øm Skulder.",18,1.0,0.23333333333333395
1569,49,"Vi skød 7 ned, og 3 gik over os, som vi ikke kunde nå.",19,1.0,-0.3666666666666666
1570,49,"Vi skød ud over en Sø; men der var alligevel Artilleri til Hest for at bevogte, at der ingen kom for tæt til Søen på den anden Side, og der var Petersen imellem, vi var de eneste danskere i Arys herfra, Ialt var der 150 Officerer og Generaler som tilskuere, så det var helt interessant.",20,2.0,1.374999999999998
1571,49,"Kommandant Generalen udtalte en tak til os, at vi havde haft så megen interesse for det, og han vilde nu give os en fridag til løn; når vi får den ved vi ikke endnu.",21,4.0,1.7866666666666668
1572,49,"Dagen efter kl. 4 gik den lange tur tilbage igen, kl. 2 var vi hjemme, og over halvdelen måtte igen til forbinden, vi andre gik og halvsovede, at gå i seng faldt natyrligvis ikke vor Tatmæssig Feldvebel ind; men vi kom jo om ved det uden.",22,0.0,-0.12499999999999992
1573,49,"Ja jeg har jo fortalt jer, at vi havde fået en ny Underofficer.",23,1.0,0.866666666666666
1574,49,"Og nu er det da gået sådan, at vi har fået ham til vor Korporalskabsf., og vor Bøse er sat over i Reserven som Vice; men bliver i tjænesten til Efteråret, så vi har jo været meget kede af det.",24,0.0,-1.2033333333333354
1575,49,"For mig gør det nu ikke så meget, for jeg bliver dog ved ham i tjænesten, men alligevel, en sådan Underofficer kan jo slet ikke gøre noget for sit Korporalskab.",25,0.0,-0.45
1576,49,"Han var også ked af det, nu har jeg uddannet dem, sagde han til en anden, og nu tager de dem fra mig, og det er en af de bedste Korporalskaber, jeg har haft.",26,1.0,0.2555555555555556
1577,49,"Men I kan kun komme til mig, jeg skal nok hjælpe Jer alligevel.",27,2.0,0.2444444444444446
1578,49,"Og den anden kan jo ikke gøre det så galt, vi er jo herre over vor egen Hat nu.",28,-3.0,-0.6000000000000001
1579,49,"Nu skulde vi indgive om udlov i Påsken, nu var det, om vi skulde indgive eller ej, da det giver kun fra den 8-15 April.",29,0.0,-0.13333333333333425
1580,49,"Jeg fik lige eders brev om, at kanske blev der Barselgilde hos N.Kjærs.",30,2.0,0.20833333333333334
1581,49,"Jeg fortalte Bøse det, aa sagde han, du kan jo indgive om 5 dage mere.",31,0.0,-0.433333333333334
1582,49,Det vil jeg nu ikke; men jeg har andraget fra den 5 - 15 og tænker nok jeg får det bevilliget.,32,0.0,0.08333333333333309
1583,49,"Og da den 4. er en Søndag, tænker jeg, at jeg rejser der om morgenen.",33,0.0,0.3888888888888894
1584,49,Altså i dag tre uger håber jeg igen at være på vejen hjem til Jer.,34,2.0,0.6499999999999995
1585,49,"Petersen søger også om en sådan lille grund, og han vel også nok en, så er vi dog to i følgeskab, de andre herfra vil ikke med hjem før Pintsen, men jeg vil hellere nu og ikke i Pinsen; men så i Sommer.",35,0.0,0.1277777777777781
1586,49,"Ja nu får I ikke mere denne gang, ja det er sandt - om bygninger",36,2.0,1.2888888888888888
1587,49,"Jeg synes helt godt om den lille Tegning, som I sendte, det er jo også mange penge; men det går vel nok.",37,3.0,0.911111111111111
1588,49,"Og Motoren kan vel også vænte lidt, om I synes det blir for meget på en gang, eller retter I det sådan ind, at det kommer alt på een gang.",38,-2.0,0.30063492063492064
1589,49,"Mine Strømper sender jeg ikke af før en 8 dage, før jeg kommer hjem, da de er blot at vaske rigtig godt.",39,3.0,1.35
1590,49,"Men en pakke kan jeg godt have med det første, da det har taget på det i den sidste uge.",40,3.0,0.633333333333334
1591,49,"Det sidste stykke Flesk, som kom med Strømperne, fik jeg on aftenen og lavede mig nogle gode Mellemad, som jeg havde med til Arys .",41,2.0,0.5222222222222216
1592,49,Nu mange Hilsener fra Peter.,42,0.0,0.2
1593,49,I dag ryger jeg mig den sidste Cigar fra Julen.,43,0.0,-0.077777777777777
1594,50,Kære Forældre!,0,2.0,0.982967400000002
1595,50,"Jeg har nemlig god tid til at skrive i eftermiddag, da jeg har ingen tjæneste.",1,3.0,0.7666666666666666
1596,50,"Jeg er nemlig bleven udtaget sammen med 4 andre som Cyklister, og vi bliver uddannet i denne tid, vi laver kun tjæneste om formiddagen og har gjort det den sidste uge og til omtrendt Påske.",2,0.0,0.31666666666666793
1597,50,"Vi skulde lære at cykle; men vi kan jo alle 4 i forvejen, så jager han os op på stuerne, hvor vi sidder hele efterm.",3,0.0,0.18888888888888916
1598,50,"Vi laver en lille tur på 1 time, så er det forbi, og når de andre har cyklet og lign. går vi til Cyklerengøringen.",4,1.0,-0.2833333333333328
1599,50,"Min gamle Feldwebel er nemlig leder, så det er jo ikke så dårlig.",5,-3.0,1.058333333333334
1600,50,"De andre er helt misundelige over det, men det er jo en kommando, som kommer fra Hauptmanden.",6,0.0,-0.26666666666666683
1601,50,"Om vi kan have fordele deraf dette år i manøveren er ikke afgjort, men i hvert fald det sidste år, da har vi gode dage, hvis jeg ellers bliver i komp.",7,2.0,0.366666666666666
1602,50,"Vi var 9 mand, som blev udtaget, og deraf blev vi 4 af Lægen, som undersøgte os, udtagen.",8,0.0,0.0666666666666666
1603,50,"Det hele er jo kun småting, men vi skulde alligevel undersøges.",9,0.0,0.02592592592592592
1604,50,"Der var ellers (Tirsdag til Torsdag) store planer oppe om, at jeg skulde væk ½ år fra Løtzen, nemlig til 1. okt. og på Skydeskolen i Danzig, men der er jo en Hage ved alting, det gav ingen udlov før Jul, og det var dog pokkers længe, om man også kunde have gode dage der.",10,-4.0,-1.0638888888888913
1605,50,"Af hvad grund jeg blev spurgt,",11,0.0,0.1333333333333334
1606,50,"ved jeg ikke, da der er mange, der står på samme højde og nogle over, i skydning end jeg, men de skal vist have folk derhen, som de kan stole på, da de der ikke sådan er under opsigt som her.",12,0.0,0.41666666666666685
1607,50,"Jeg sagde så, at hvis jeg kunde blive fri, vilde jeg nok være det.",13,1.0,0.43333333333333385
1608,50,"Men ak, hvor Leutnanten skældte mig ud, men det hjælper jo kun lidt her.",14,-1.0,-0.3288888888888888
1609,50,"Den ny underofficer vi har fået er en ren Djævel, som vil plage i tjænesten, hvor han kan, men vi kan være glade ved, at vi er så vidt som vi er, for i Rekruttiden kunde han have gjort os det broget nok, nu lér vi kun af det.",15,5.0,0.2999999999999996
1610,50,"En lille træk, vi var alle inde i Stuen og havde piberne tændt forleden, han kom derind, nå om vi havde ikke noget at bestille.",16,1.0,-0.1999999999999992
1611,50,"""Nej"" det havde vi da ikke.",17,-1.0,-0.5
1612,50,"Under et af skabene fandt han en Tændstik, så skulde vi børste under skabet med Tandbørsterne, den ene forsvandt efter den anden, helt udbemærket ud af Døren, og han bandte.",18,-1.0,-1.1777777777777798
1613,50,"Til sidst fandt vi en gammel Smørrebørste, som én kom med og vilde til at feje under med.",19,0.0,-1.3999999999999988
1614,50,"Men så havde han nok, så gik han bort og skulde ikke have mere fortalt.",20,-2.0,-0.13333333333333341
1615,50,"Vi har rigtig forår heroppe, Lærken synger og solen skinner, så det er helt morsomt at komme ud i fri mark, som vi nu er hver dag, men ser man så en pløjemand eller landmand, kunde man godt smide Geværet og Tornyster, Hjælm og det hele langt bort, men vi må jo bide tænder sammen og sige endnu 18 måneder.",21,2.0,1.8027777777777796
1616,50,"Og det er jo heller ikke så slemt, den 1. fjerdedel er jo allerede borte, og jeg synes, at det kun er et kort tid siden, jeg rejste af for første gang.",22,0.0,-0.24074074074074092
1617,50,"Men så meget er det, den første tid ønsker jeg ikke en gang til i mit liv, men det er jo også kun en gang.",23,2.0,0.9622222222222213
1618,50,"I går fik jeg brev fra Maren i Hytten og to andre, jeg kender derovre.",24,2.0,0.27999999999999997
1619,50,Søndag middag.,25,0.0,0.0666666666666666
1620,50,"Nu er vi nået til Søndag, og jeg har fået min pakke og eders brev i dag, som jeg siger tak for.",26,2.0,0.8000000000000007
1621,50,"Ja, det er jo kedelig nok, hvis der skal være Barselgilde hos Kjærs den 16. men jeg har jo nu andraget om fra den 4-15, og det er vist så vidt, at jeg skal andrage hos Hauptmanden en af de første dage.",27,-1.0,0.4777777777777774
1622,50,"Jeg har angivet, at jeg skulde hjem til en større festlighed hos min Onkel, Min Feldvebel syntes, at det var bedst at forme det således, da et Barnedåb jo kunde sættes efter udloven.",28,0.0,1.2166666666666668
1623,50,"I kan jo da sige det til Anders Thomsen, hvis der skulde komme Forespørgsel, men det gør der vel  ikke.",29,0.0,-0.1833333333333334
1624,50,"Og så er det med den fri rejse, som vi får nu, mærkelig, for vi har ikke hørt til, om vi får dem forud eller ej.",30,1.0,0.11111111111111183
